,UMAP1,UMAP2,Cluster
ME1/ABEC0043.WEC0021080,2.2447212,5.98135,Cluster 3
ME1/ABEC0043.WEC0021081,2.2854762,6.114848,Cluster 3
ME1/ABEC0043.WEC0021083,2.0996482,6.4295864,Noise
ME1/ABEC0043.WEC0021084,2.017817,6.170991,Cluster 3
ME1/ABEC0043.WEC0021085,2.232158,5.8665915,Cluster 3
ME1/ABEC0043.WEC0021086,2.17867,6.178615,Cluster 3
ME1/ABEC0043.WEC0021087,2.168341,6.0813046,Cluster 3
ME1/ABEC0043.WEC0021088,2.150092,6.3610616,Noise
ME1/ABEC0043.WEC0021091,2.316782,6.0105977,Cluster 3
ME1/ABEC0043.WEC0021093,2.081706,6.18975,Cluster 3
ME1/ABEC0043.WEC0021094,2.179082,6.1856384,Cluster 3
ME1/ABEC0043.WEC0021095,2.124766,5.9862533,Cluster 3
ME1/ABEC0043.WEC0021097,2.2060945,6.270842,Noise
ME1/ABEC0043.WEC0021098,2.1872327,5.934101,Cluster 3
ME1/ABEC0043.WEC0021099,2.197239,6.0164313,Cluster 3
ME1/ABEC0043.WEC0021100,1.7687122,6.329628,Cluster 3
ME1/ABEC0043.WEC0021101,1.9770705,6.233758,Cluster 3
ME1/ABEC0043.WEC0021102,2.005604,6.1969824,Cluster 3
ME1/ABEC0043.WEC0021103,2.119908,6.2574234,Cluster 3
ME1/ABEC0043.WEC0021104,2.2078688,6.206864,Cluster 3
ME1/ABEC0043.WEC0021105,1.9079279,6.490384,Noise
ME1/ABEC0043.WEC0021106,2.0860157,5.911605,Cluster 3
ME1/ABEC0043.WEC0021107,2.1407015,6.123864,Cluster 3
ME1/ABEC0043.WEC0021108,1.4832057,6.3301277,Cluster 3
ME1/ABEC0043.WEC0021109,2.0321565,6.0599174,Cluster 3
ME1/ABEC0043.WEC0021110,1.7913915,6.3534627,Cluster 3
ME1/ABEC0043.WEC0021111,1.8698117,6.2834773,Cluster 3
ME1/ABEC0043.WEC0021112,1.9008327,6.183465,Cluster 3
ME1/ABEC0043.WEC0021113,1.8078861,6.5531597,Noise
ME1/ABEC0043.WEC0021114,1.7694377,6.280093,Cluster 3
ME1/ABEC0043.WEC0021115,1.8135839,6.469403,Cluster 3
ME1/ABEC0043.WEC0021116,1.232169,6.3204627,Cluster 3
ME1/ABEC0043.WEC0021117,0.90839446,5.9598684,Cluster 3
ME1/ABEC0043.WEC0021118,1.812054,6.3389726,Cluster 3
ME1/ABEC0043.WEC0021119,1.7926913,6.1381063,Cluster 3
ME1/ABEC0043.WEC0021120,2.063142,6.2005844,Cluster 3
ME1/ABEC0043.WEC0021121,1.9167925,6.2446656,Cluster 3
ME1/ABEC0043.WEC0021122,1.232486,6.452247,Cluster 3
ME1/ABEC0043.WEC0021123,1.7219802,6.0975943,Cluster 3
ME1/ABEC0043.WEC0021124,1.8817694,6.0729604,Cluster 3
ME1/ABEC0043.WEC0021125,1.8372504,6.200639,Cluster 3
ME1/ABEC0043.WEC0021126,1.7351632,6.1910405,Cluster 3
ME1/ABEC0043.WEC0021127,1.5004423,6.1257453,Cluster 3
ME1/ABEC0043.WEC0021128,1.7400794,6.4809937,Cluster 3
ME1/ABEC0043.WEC0021129,1.564876,6.3683553,Cluster 3
ME1/ABEC0043.WEC0021130,1.6967224,6.418097,Cluster 3
ME1/ABEC0043.WEC0021132,1.6172814,5.836012,Cluster 3
ME1/ABEC0043.WEC0021133,1.3935778,6.188268,Cluster 3
ME1/ABEC0043.WEC0021134,1.6762346,6.361924,Cluster 3
ME1/ABEC0043.WEC0021135,1.3446512,6.275894,Cluster 3
ME1/ABEC0043.WEC0021136,1.3512414,6.2439885,Cluster 3
ME1/ABEC0043.WEC0021137,1.1863213,6.0993896,Cluster 3
ME1/ABEC0043.WEC0021138,1.3186194,6.34269,Cluster 3
ME1/ABEC0043.WEC0021139,1.4157002,6.111436,Cluster 3
ME1/ABEC0043.WEC0021140,1.4418162,6.246791,Cluster 3
ME1/ABEC0043.WEC0021141,1.2028183,6.4995084,Cluster 3
ME1/ABEC0043.WEC0021142,1.3271071,6.2376146,Cluster 3
ME1/ABEC0043.WEC0021143,1.0688515,6.476825,Cluster 3
ME1/ABEC0043.WEC0021144,1.2007105,6.3385215,Cluster 3
ME1/ABEC0043.WEC0021145,1.5276746,6.060615,Cluster 3
ME1/ABEC0043.WEC0021146,1.2524041,6.3541493,Cluster 3
ME1/ABEC0043.WEC0021147,0.97357464,6.224654,Cluster 3
ME1/ABEC0043.WEC0021148,1.1274993,6.2429037,Cluster 3
ME1/ABEC0043.WEC0021149,1.0703703,6.371829,Cluster 3
ME1/ABEC0043.WEC0021150,1.2451657,6.0005684,Cluster 3
ME1/ABEC0043.WEC0021151,1.2131009,6.2567334,Cluster 3
ME1/ABEC0043.WEC0021152,0.75546324,6.0420866,Cluster 3
ME1/ABEC0043.WEC0021153,1.0961008,6.0553875,Cluster 3
ME1/ABEC0043.WEC0021154,-0.03845755,5.740951,Noise
ME1/ABEC0043.WEC0021155,0.8303129,6.3610497,Cluster 3
ME1/ABEC0043.WEC0021156,1.4200051,6.279537,Cluster 3
ME1/ABEC0043.WEC0021158,0.95466363,6.1806064,Cluster 3
ME1/ABEC0043.WEC0021159,0.9746652,6.2638025,Cluster 3
ME1/ABEC0043.WEC0021160,1.1531901,6.303123,Cluster 3
ME1/ABEC0043.WEC0021161,0.41252226,6.1693373,Noise
ME1/ABEC0043.WEC0021162,0.91260445,6.144839,Cluster 3
ME1/ABEC0043.WEC0021163,1.0058193,6.256764,Cluster 3
ME1/ABEC0043.WEC0021164,0.9105954,6.092817,Cluster 3
ME1/ABEC0043.WEC0021165,0.63654196,6.065304,Cluster 3
ME1/ABEC0043.WEC0021166,0.9570312,6.15006,Cluster 3
ME1/ABEC0043.WEC0021167,1.0429276,6.061089,Cluster 3
ME1/ABEC0043.WEC0021168,0.81315553,6.111917,Cluster 3
ME1/ABEC0043.WEC0021169,0.7202873,6.092809,Cluster 3
ME1/ABEC0043.WEC0021170,0.8462525,6.2154303,Cluster 3
ME1/ABEC0043.WEC0021171,1.1040512,6.4179544,Cluster 3
ME1/ABEC0043.WEC0021173,1.0004386,6.2455645,Cluster 3
ME1/ABEC0043.WEC0021174,0.71373004,6.2698665,Cluster 3
ME1/ABEC0043.WEC0021175,0.7659673,6.147319,Cluster 3
ME1/ABEC0043.WEC0021176,0.53520656,6.1749268,Noise
ME1/ABEC0043.WEC0021179,0.78793246,5.918329,Cluster 3
ME1/ABEC0043.WEC0021180,0.6754944,6.1237974,Cluster 3
ME1/ABEC0043.WEC0021181,0.5446375,6.226589,Noise
ME1/ABEC0043.WEC0021182,0.64954144,6.2046742,Cluster 3
ME1/ABEC0043.WEC0021185,0.5936674,6.116823,Cluster 3
ME1/ABEC0043.WEC0021186,0.57032466,6.1235256,Cluster 3
ME1/ABEC0044.WEC0021193,0.516955,5.991925,Cluster 3
ME1/ABEC0044.WEC0021194,0.70273066,6.1454167,Cluster 3
ME1/ABEC0044.WEC0021195,0.6365495,6.291351,Noise
ME1/ABEC0044.WEC0021196,0.79806113,6.343024,Cluster 3
ME1/ABEC0044.WEC0021197,0.4023582,6.0706677,Noise
ME1/ABEC0044.WEC0021198,0.6667385,6.288416,Noise
ME1/ABEC0044.WEC0021199,0.6617512,6.1825037,Cluster 3
ME1/ABEC0044.WEC0021200,0.49827087,6.099411,Cluster 3
ME1/ABEC0044.WEC0021201,0.5626563,6.0596976,Cluster 3
ME1/ABEC0044.WEC0021202,0.5711317,6.251444,Noise
ME1/ABEC0044.WEC0021203,0.5404102,6.170702,Noise
ME1/ABEC0044.WEC0021204,0.32005945,6.296916,Noise
ME1/ABEC0044.WEC0021205,0.40193,6.220461,Noise
ME1/ABEC0044.WEC0021206,0.6239891,6.182013,Cluster 3
ME1/ABEC0044.WEC0021207,0.37280276,6.089776,Noise
ME1/ABEC0044.WEC0021208,0.57318854,6.2473083,Noise
ME1/ABEC0044.WEC0021209,0.272538,6.2371993,Noise
ME1/ABEC0044.WEC0021210,0.2728778,6.1708574,Noise
ME1/ABEC0044.WEC0021211,0.24160449,6.173919,Noise
ME1/ABEC0044.WEC0021212,0.21023966,6.009727,Noise
ME1/ABEC0044.WEC0021213,0.20059066,6.144707,Noise
ME1/ABEC0044.WEC0021214,0.32716858,6.123013,Noise
ME1/ABEC0044.WEC0021215,0.24543136,6.041175,Noise
ME1/ABEC0044.WEC0021216,0.22704394,6.1180277,Noise
ME1/ABEC0044.WEC0021217,0.08158649,6.1618853,Noise
ME1/ABEC0044.WEC0021218,0.16428462,6.202042,Noise
ME1/ABEC0044.WEC0021219,0.0025583343,6.0365276,Noise
ME1/ABEC0044.WEC0021220,0.33842242,6.05924,Noise
ME1/ABEC0044.WEC0021221,0.18182263,6.0755296,Noise
ME1/ABEC0044.WEC0021222,0.19725326,6.086684,Noise
ME1/ABEC0044.WEC0021223,0.20184813,6.170811,Noise
ME1/ABEC0044.WEC0021224,0.0056956117,6.1914015,Noise
ME1/ABEC0044.WEC0021225,-0.086411275,5.8540483,Noise
ME1/ABEC0044.WEC0021226,0.3912009,6.2800236,Noise
ME1/ABEC0044.WEC0021227,0.08354189,6.0580626,Noise
ME1/ABEC0044.WEC0021229,-0.06383056,5.972084,Noise
ME1/ABEC0044.WEC0021230,-0.24431185,6.122151,Noise
ME1/ABEC0044.WEC0021231,-0.36393344,5.9730887,Noise
ME1/ABEC0044.WEC0021232,-0.12727568,5.966438,Noise
ME1/ABEC0044.WEC0021233,-0.011876172,5.9166965,Noise
ME1/ABEC0044.WEC0021234,-0.008930281,6.112238,Noise
ME1/ABEC0044.WEC0021235,-0.05121952,6.055552,Noise
ME1/ABEC0044.WEC0021236,-0.14607283,6.083219,Noise
ME1/ABEC0044.WEC0021237,-0.009140944,6.04339,Noise
ME1/ABEC0044.WEC0021238,-0.4196162,6.004837,Noise
ME1/ABEC0044.WEC0021239,-0.11858499,6.0535464,Noise
ME1/ABEC0044.WEC0021240,-0.13085909,5.973823,Noise
ME1/ABEC0044.WEC0021241,-0.12580995,5.9981747,Noise
ME1/ABEC0044.WEC0021242,-0.52282256,5.5423155,Noise
ME1/ABEC0044.WEC0021243,-0.21221939,5.975354,Noise
ME1/ABEC0044.WEC0021244,-0.1880922,5.9523163,Noise
ME1/ABEC0044.WEC0021245,-0.3376788,6.032012,Noise
ME1/ABEC0044.WEC0021246,-0.71890134,5.6717105,Noise
ME1/ABEC0044.WEC0021247,-0.35992625,5.9349475,Noise
ME1/ABEC0044.WEC0021248,-0.42700133,5.9481087,Noise
ME1/ABEC0044.WEC0021249,-0.33142146,5.9494486,Noise
ME1/ABEC0044.WEC0021250,-0.27207705,6.0237956,Noise
ME1/ABEC0044.WEC0021251,-0.53929603,5.8200274,Noise
ME1/ABEC0044.WEC0021252,-0.45705426,5.910291,Noise
ME1/ABEC0044.WEC0021253,-0.3077169,5.9106026,Noise
ME1/ABEC0044.WEC0021255,-0.65066475,5.644075,Noise
ME1/ABEC0044.WEC0021256,-0.3399474,5.9789476,Noise
ME1/ABEC0044.WEC0021257,-0.43263674,5.940163,Noise
ME1/ABEC0044.WEC0021258,-0.5218252,5.8849187,Noise
ME1/ABEC0044.WEC0021259,-0.2517874,5.9153705,Noise
ME1/ABEC0044.WEC0021260,-0.22569379,5.932538,Noise
ME1/ABEC0044.WEC0021261,-0.6678629,6.207891,Noise
ME1/ABEC0044.WEC0021262,-0.48256418,5.9300327,Noise
ME1/ABEC0044.WEC0021263,-0.45048457,6.0123105,Noise
ME1/ABEC0044.WEC0021264,-0.8676874,5.9541945,Noise
ME1/ABEC0044.WEC0021268,-0.44121528,5.9581017,Noise
ME1/ABEC0044.WEC0021269,-0.30874154,6.072162,Noise
ME1/ABEC0044.WEC0021270,-0.68023217,5.88904,Noise
ME1/ABEC0044.WEC0021272,-0.6203312,5.899114,Noise
ME1/ABEC0044.WEC0021277,-0.5328063,5.863157,Noise
ME1/ABEC0044.WEC0021279,-0.69739604,5.840425,Noise
ME1/ABEC0044.WEC0021290,-0.6784299,5.897697,Noise
ME1/ABEC0044.WEC0021291,-0.8362969,5.8029604,Noise
ME1/ABEC0044.WEC0021292,-0.49785894,5.876353,Noise
ME1/ABEC0044.WEC0021293,-1.091041,6.0534167,Noise
ME1/ABEC0044.WEC0021294,-0.6172985,5.8587456,Noise
ME1/ABEC0044.WEC0021295,-0.7222519,5.911499,Noise
ME1/ABEC0044.WEC0021296,-0.7492849,5.7748456,Noise
ME1/ABEC0044.WEC0021297,-0.7655829,5.8698807,Noise
ME1/ABEC0044.WEC0021298,-0.83348936,5.873103,Noise
ME1/ABEC0044.WEC0021299,-0.77811867,5.8535724,Noise
ME1/ABEC0044.WEC0021300,-0.92662954,5.833964,Noise
ME1/ABEC0044.WEC0021301,-0.81606,5.7392063,Noise
ME1/ABEC0044.WEC0021302,-0.94492847,5.8245497,Noise
ME1/ABEC0044.WEC0021303,-0.91217417,5.813723,Noise
ME1/ABEC0044.WEC0021304,-0.9844898,5.825562,Noise
ME1/ABEC0044.WEC0021305,-1.0381424,5.8499513,Noise
ME1/ABEC0044.WEC0021306,-1.0116116,5.9575977,Noise
ME1/ABEC0044.WEC0021307,-0.93635017,5.7714424,Noise
ME1/ABEC0044.WEC0021308,-0.95499074,5.76863,Noise
ME1/ABEC0044.WEC0021309,-1.1451572,5.7761064,Noise
ME1/ABEC0044.WEC0021310,-1.0153298,5.9140844,Noise
ME1/ABEC0044.WEC0021311,-1.1691229,5.7110744,Noise
ME1/ABEC0044.WEC0021312,-1.3619808,5.97678,Noise
ME1/ABEC0044.WEC0021313,-1.0817553,5.8799915,Noise
ME1/ABEC0044.WEC0021314,-0.9791139,5.9198914,Noise
ME1/ABEC0044.WEC0021315,-0.9619128,5.811866,Noise
ME1/ABEC0044.WEC0021316,-1.1593314,6.0310283,Noise
ME1/ABEC0044.WEC0021317,-1.0116994,5.7851,Noise
ME1/ABEC0044.WEC0021318,-1.2218771,5.7698383,Noise
ME1/ABEC0044.WEC0021319,-1.1792243,5.8606668,Noise
ME1/ABEC0044.WEC0021320,-1.0721891,5.99877,Noise
ME1/ABEC0044.WEC0021321,-1.294827,5.907244,Noise
ME1/ABEC0044.WEC0021322,-1.1584299,5.9085083,Noise
ME1/ABEC0044.WEC0021323,-1.3482307,5.8337984,Noise
ME1/ABEC0044.WEC0021324,-1.1796038,5.794991,Noise
ME1/ABEC0044.WEC0021325,-1.2176964,5.619359,Noise
ME1/ABEC0044.WEC0021326,-1.32664,5.8946586,Noise
ME1/ABEC0044.WEC0021327,-1.1550579,5.8764606,Noise
ME1/ABEC0044.WEC0021328,-1.3538433,5.849505,Noise
ME1/ABEC0044.WEC0021329,-1.2411094,5.8681116,Noise
ME1/ABEC0044.WEC0021330,-1.4006097,5.8261213,Noise
ME1/ABEC0044.WEC0021331,-1.342076,5.8624887,Noise
ME1/ABEC0044.WEC0021332,-1.2272111,5.8761353,Noise
ME1/ABEC0044.WEC0021333,-1.2880691,5.7771873,Noise
ME1/ABEC0044.WEC0021334,-1.2569393,5.830431,Noise
ME1/ABEC0044.WEC0021335,-1.3477668,5.824653,Noise
ME1/ABEC0044.WEC0021336,-1.2705448,5.8838286,Noise
ME1/ABEC0044.WEC0021337,-1.355741,5.685023,Noise
ME1/ABEC0044.WEC0021338,-1.3515184,5.8299685,Noise
ME1/ABEC0044.WEC0021339,-1.5246007,5.9523783,Noise
ME1/ABEC0044.WEC0021340,-1.4031525,6.04351,Noise
ME1/ABEC0044.WEC0021341,-1.4202422,5.7249994,Noise
ME1/ABEC0044.WEC0021342,-1.4937159,5.991866,Noise
ME1/ABEC0044.WEC0021343,-1.5689787,5.936522,Noise
ME1/ABEC0044.WEC0021344,-1.4052811,5.8717175,Noise
ME1/ABEC0044.WEC0021345,-1.7866802,6.074192,Noise
ME1/ABEC0044.WEC0021346,-1.7325902,6.0229473,Noise
ME1/ABEC0044.WEC0021347,-1.2890674,5.78128,Noise
ME1/ABEC0044.WEC0021348,-1.7736235,6.1234317,Noise
ME1/ABEC0044.WEC0021349,-1.5168548,6.0177984,Noise
ME1/ABEC0044.WEC0021350,-1.6215696,6.0138116,Noise
ME1/ABEC0044.WEC0021351,-1.5983464,5.94068,Noise
ME1/ABEC0044.WEC0021352,-1.6724614,5.977829,Noise
ME1/ABEC0044.WEC0021353,-1.6142094,6.2586284,Noise
ME1/ABEC0044.WEC0021354,-1.5017041,6.253412,Noise
ME1/ABEC0044.WEC0021355,-1.7647617,6.083072,Noise
ME1/ABEC0044.WEC0021356,-1.7169983,6.108061,Noise
ME1/ABEC0044.WEC0021357,-1.599984,6.1914244,Noise
ME1/ABEC0044.WEC0021358,-1.6954261,6.1444893,Noise
ME1/ABEC0044.WEC0021359,-1.7188567,6.0569806,Noise
ME1/ABEC0044.WEC0021360,-1.8013496,6.3155437,Noise
ME1/ABEC0044.WEC0021361,-1.5947642,6.022932,Noise
ME1/ABEC0044.WEC0021362,-1.7022289,6.0686827,Noise
ME1/ABEC0044.WEC0021363,-1.7152448,6.0521927,Noise
ME1/ABEC0044.WEC0021364,-1.7098607,6.0382414,Noise
ME1/ABEC0044.WEC0021365,-1.5788414,6.2417855,Noise
ME1/ABEC0044.WEC0021366,-1.8003417,6.017632,Noise
ME1/ABEC0044.WEC0021368,-1.4528368,6.317859,Noise
ME1/ABEC0044.WEC0021373,-1.7407651,6.234874,Noise
ME1/ABEC0044.WEC0021377,-1.6619567,6.071266,Noise
ME1/ABEC0045.WEC0022001,-1.9000254,6.1582065,Noise
ME1/ABEC0045.WEC0022002,-1.8027053,6.196261,Noise
ME1/ABEC0045.WEC0022003,-2.0509844,6.3482695,Noise
ME1/ABEC0045.WEC0022004,-1.8540419,6.2078567,Noise
ME1/ABEC0045.WEC0022005,-1.7233607,6.072178,Noise
ME1/ABEC0045.WEC0022006,-1.7089499,6.057662,Noise
ME1/ABEC0045.WEC0022007,-1.611603,6.081805,Noise
ME1/ABEC0045.WEC0022008,-1.7693284,6.158666,Noise
ME1/ABEC0045.WEC0022009,-1.9273956,6.2534237,Noise
ME1/ABEC0045.WEC0022011,-1.8617563,6.1752706,Noise
ME1/ABEC0045.WEC0022012,-2.0754986,6.2940073,Noise
ME1/ABEC0045.WEC0022013,-1.9619658,6.13329,Noise
ME1/ABEC0045.WEC0022014,-2.0407312,6.2870274,Noise
ME1/ABEC0045.WEC0022015,-1.9586918,6.169925,Noise
ME1/ABEC0045.WEC0022016,-2.0227492,6.251758,Noise
ME1/ABEC0045.WEC0022017,-1.9431641,6.1914454,Noise
ME1/ABEC0045.WEC0022018,-1.9834948,6.139676,Noise
ME1/ABEC0045.WEC0022019,-2.048899,6.4736753,Noise
ME1/ABEC0045.WEC0022020,-2.0690486,6.276445,Noise
ME1/ABEC0045.WEC0022021,-2.145807,6.335178,Noise
ME1/ABEC0045.WEC0022022,-2.1679857,6.2958174,Noise
ME1/ABEC0045.WEC0022023,-1.9078298,6.175616,Noise
ME1/ABEC0045.WEC0022024,-2.0804799,6.2902884,Noise
ME1/ABEC0045.WEC0022025,-2.1587803,6.3591146,Noise
ME1/ABEC0045.WEC0022026,-2.1247387,6.3134894,Noise
ME1/ABEC0045.WEC0022027,-2.2826788,6.4388537,Noise
ME1/ABEC0045.WEC0022028,-2.1365628,6.3286486,Noise
ME1/ABEC0045.WEC0022029,-1.965215,6.4809766,Noise
ME1/ABEC0045.WEC0022030,-1.9748944,6.1858406,Noise
ME1/ABEC0045.WEC0022031,-2.20279,6.3010416,Noise
ME1/ABEC0045.WEC0022032,-2.2320879,6.4750705,Noise
ME1/ABEC0045.WEC0022033,-2.1251557,6.506871,Noise
ME1/ABEC0045.WEC0022034,-2.186633,6.4839344,Noise
ME1/ABEC0045.WEC0022035,-2.0835223,6.243919,Noise
ME1/ABEC0045.WEC0022036,-2.230508,6.2457824,Noise
ME1/ABEC0045.WEC0022037,-2.2392228,6.2778745,Noise
ME1/ABEC0045.WEC0022038,-2.130788,6.25575,Noise
ME1/ABEC0045.WEC0022039,-2.2375793,6.316145,Noise
ME1/ABEC0045.WEC0022040,-2.2845232,6.4299326,Noise
ME1/ABEC0045.WEC0022041,-2.2363808,6.3918724,Noise
ME1/ABEC0045.WEC0022042,-2.15705,6.3200474,Noise
ME1/ABEC0045.WEC0022043,-2.220815,6.3429384,Noise
ME1/ABEC0045.WEC0022044,-2.2733088,6.428647,Noise
ME1/ABEC0045.WEC0022045,-2.3027987,6.476816,Noise
ME1/ABEC0045.WEC0022046,-2.088617,6.317752,Noise
ME1/ABEC0045.WEC0022047,-2.3207335,6.444685,Noise
ME1/ABEC0045.WEC0022048,-2.4226499,6.5629997,Noise
ME1/ABEC0045.WEC0022049,-2.3889062,6.5024705,Noise
ME1/ABEC0045.WEC0022050,-2.3956177,6.589129,Noise
ME1/ABEC0045.WEC0022051,-2.427593,6.5744505,Noise
ME1/ABEC0045.WEC0022052,-2.5036013,6.6650295,Noise
ME1/ABEC0045.WEC0022053,-2.4371893,6.56028,Noise
ME1/ABEC0045.WEC0022054,-2.5262907,6.607208,Noise
ME1/ABEC0045.WEC0022055,-2.4154737,6.541703,Noise
ME1/ABEC0045.WEC0022056,-2.4979942,6.6191115,Noise
ME1/ABEC0045.WEC0022057,-2.604073,6.740377,Noise
ME1/ABEC0045.WEC0022058,-2.380477,6.447986,Noise
ME1/ABEC0045.WEC0022059,-2.5070257,6.6281233,Noise
ME1/ABEC0045.WEC0022060,-2.3411562,6.4841385,Noise
ME1/ABEC0045.WEC0022061,-2.6098416,6.7136216,Noise
ME1/ABEC0045.WEC0022062,-2.727929,6.7995214,Noise
ME1/ABEC0045.WEC0022063,-2.6972237,6.872171,Noise
ME1/ABEC0045.WEC0022064,-2.6127603,6.7115426,Noise
ME1/ABEC0045.WEC0022065,-2.5205781,6.624984,Noise
ME1/ABEC0045.WEC0022066,-2.6343234,6.871915,Noise
ME1/ABEC0045.WEC0022067,-2.611129,6.7328115,Noise
ME1/ABEC0045.WEC0022068,-2.5843163,6.920806,Noise
ME1/ABEC0045.WEC0022069,-2.6213324,6.8044105,Noise
ME1/ABEC0045.WEC0022070,-2.7152233,6.6855445,Noise
ME1/ABEC0045.WEC0022071,-2.6726122,6.699689,Noise
ME1/ABEC0045.WEC0022072,-2.836022,7.0326805,Noise
ME1/ABEC0045.WEC0022073,-2.570453,6.7062044,Noise
ME1/ABEC0045.WEC0022074,-2.6317656,6.872602,Noise
ME1/ABEC0045.WEC0022075,-2.5818825,6.8861804,Noise
ME1/ABEC0045.WEC0022076,-2.8186736,6.784845,Noise
ME1/ABEC0045.WEC0022077,-2.6499176,6.83184,Noise
ME1/ABEC0045.WEC0022078,-2.6948862,7.300542,Noise
ME1/ABEC0045.WEC0022079,-2.6492267,6.873703,Noise
ME1/ABEC0045.WEC0022080,-2.8951008,7.0579705,Noise
ME1/ABEC0045.WEC0022081,-2.6514223,6.807625,Noise
ME1/ABEC0045.WEC0022082,-2.6139338,6.7371364,Noise
ME1/ABEC0045.WEC0022083,-2.7545779,6.913494,Noise
ME1/ABEC0045.WEC0022084,-2.7977762,6.847542,Noise
ME1/ABEC0045.WEC0022085,-2.9988675,7.100658,Noise
ME1/ABEC0045.WEC0022086,-2.8402812,6.849966,Noise
ME1/ABEC0045.WEC0022087,-2.9259386,7.01152,Noise
ME1/ABEC0045.WEC0022088,-2.8344038,6.987613,Noise
ME1/ABEC0045.WEC0022089,-2.9329891,6.9747,Noise
ME1/ABEC0045.WEC0022090,-2.859972,6.9484024,Noise
ME1/ABEC0045.WEC0022091,-2.9879305,7.1661944,Noise
ME1/ABEC0045.WEC0022092,-2.7247508,6.685527,Noise
ME1/ABEC0045.WEC0022093,-2.8006747,7.1353817,Noise
ME1/ABEC0045.WEC0022095,-3.1861334,7.226652,Noise
ME1/ABEC0045.WEC0022097,-2.7351182,6.8856544,Noise
ME1/ABEC0045.WEC0022098,-2.9160898,7.057585,Noise
ME1/ABEC0045.WEC0022099,-3.077359,7.009758,Noise
ME1/ABEC0045.WEC0022100,-2.9796422,7.174814,Noise
ME1/ABEC0045.WEC0022101,-2.955291,7.076934,Noise
ME1/ABEC0045.WEC0022102,-2.8525727,7.2497363,Noise
ME1/ABEC0045.WEC0022103,-2.9244592,7.3108344,Noise
ME1/ABEC0045.WEC0022104,-2.8225865,7.0390406,Noise
ME1/ABEC0045.WEC0022105,-2.7909997,7.0551066,Noise
ME1/ABEC0045.WEC0022106,-2.7915752,7.0834856,Noise
ME1/ABEC0045.WEC0022107,-3.035604,7.3696837,Noise
ME1/ABEC0045.WEC0022108,-3.0017793,7.3669915,Noise
ME1/ABEC0045.WEC0022109,-3.204514,7.1300187,Noise
ME1/ABEC0045.WEC0022110,-2.9105248,7.1544123,Noise
ME1/ABEC0045.WEC0022111,-2.901579,7.2650137,Noise
ME1/ABEC0045.WEC0022112,-2.7686095,7.814583,Noise
ME1/ABEC0045.WEC0022113,-2.9886243,7.219619,Noise
ME1/ABEC0045.WEC0022114,-2.830772,7.173129,Noise
ME1/ABEC0045.WEC0022115,-2.9173346,7.2481046,Noise
ME1/ABEC0045.WEC0022116,-2.9363494,7.306861,Noise
ME1/ABEC0045.WEC0022117,-2.9791887,7.1212125,Noise
ME1/ABEC0045.WEC0022118,-3.0128133,7.2591405,Noise
ME1/ABEC0045.WEC0022119,-3.021415,7.2970834,Noise
ME1/ABEC0045.WEC0022120,-2.9568741,7.393584,Noise
ME1/ABEC0045.WEC0022121,-3.0490549,7.4828916,Noise
ME1/ABEC0045.WEC0022122,-2.6781814,7.8738456,Noise
ME1/ABEC0045.WEC0022123,-1.2707458,8.374082,Noise
ME1/ABEC0045.WEC0022124,-3.0640862,7.4710217,Noise
ME1/ABEC0045.WEC0022125,-2.8913348,7.457501,Noise
ME1/ABEC0045.WEC0022126,-2.8961382,7.423605,Noise
ME1/ABEC0045.WEC0022127,-2.8614628,7.5057316,Noise
ME1/ABEC0045.WEC0022128,-2.9410162,7.5411696,Noise
ME1/ABEC0045.WEC0022129,-2.6871889,7.586919,Noise
ME1/ABEC0045.WEC0022130,-2.8530974,7.3983235,Noise
ME1/ABEC0045.WEC0022132,-3.0006187,7.5320854,Noise
ME1/ABEC0045.WEC0022133,-2.9796374,7.490331,Noise
ME1/ABEC0045.WEC0022134,-3.032732,7.568986,Noise
ME1/ABEC0045.WEC0022135,-2.9132686,7.627323,Noise
ME1/ABEC0045.WEC0022136,-2.9525096,7.8136725,Noise
ME1/ABEC0045.WEC0022137,-2.9666991,7.758032,Noise
ME1/ABEC0045.WEC0022138,-3.1178966,7.4701285,Noise
ME1/ABEC0045.WEC0022139,-2.813412,7.8387523,Noise
ME1/ABEC0045.WEC0022140,-2.839979,7.5198917,Noise
ME1/ABEC0045.WEC0022141,-3.1507838,7.687006,Noise
ME1/ABEC0045.WEC0022142,-3.158709,7.7152567,Noise
ME1/ABEC0045.WEC0022143,-2.991028,7.519837,Noise
ME1/ABEC0045.WEC0022144,-3.0970426,7.825264,Noise
ME1/ABEC0045.WEC0022145,-2.9905653,7.6567416,Noise
ME1/ABEC0045.WEC0022146,-3.0382006,7.617049,Noise
ME1/ABEC0045.WEC0022147,-2.9696605,7.616316,Noise
ME1/ABEC0045.WEC0022148,-2.969465,7.585364,Noise
ME1/ABEC0045.WEC0022149,-3.223161,7.62618,Noise
ME1/ABEC0045.WEC0022150,-3.0886738,7.556837,Noise
ME1/ABEC0045.WEC0022151,-3.154954,7.8211126,Noise
ME1/ABEC0045.WEC0022152,-3.019709,7.5881047,Noise
ME1/ABEC0045.WEC0022153,-3.0854394,7.78594,Noise
ME1/ABEC0045.WEC0022155,-3.0335479,7.8405347,Noise
ME1/ABEC0045.WEC0022156,-3.1100233,7.958032,Noise
